name,rating,price,capacity,price/gb,type,cache,form factor,interface,link
"Toshiba MG08ADA600E 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$193.85,6 TB,$0.032,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09H17C2ZJ?tag=bgfg-pc-builder-us-20
Inland TN446 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,$99.99,1 TB,$0.100,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BYW79X4H?tag=bgfg-pc-builder-us-20
Addlink S95 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$275.88,4 TB,$0.069,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BNB8RQ7N?tag=bgfg-pc-builder-us-20
Western Digital PC SN740 Pyrite 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2230,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Western+Digital+PC+SN740+Pyrite+1+TB+M.2-2230+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Oyen Digital E13S-2242-2048PH 2 TB M.2-2242 PCIe 3.0 X4 NVME Solid State Drive,,$119.00,2 TB,$0.060,SSD,N/A,M.2-2242,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0BPJY4JJQ?tag=bgfg-pc-builder-us-20
VisionTek DLX4 1 TB M.2-2242 PCIe 4.0 X4 NVME Solid State Drive,,$98.69,1 TB,$0.099,SSD,N/A,M.2-2242,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0C43HXLRV?tag=bgfg-pc-builder-us-20
Addlink D60 960 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$132.22,960 GB,$0.138,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0D9NCT27K?tag=bgfg-pc-builder-us-20
Integral MO-300 256 GB mSATA Solid State Drive,,,256 GB,N/A,SSD,N/A,mSATA,mSATA,https://www.amazon.com/s?k=Integral+MO-300+256+GB+mSATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Integral ADVANTAGE PRO-1 w/ Heatsink 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,4 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Integral+ADVANTAGE+PRO-1+w%2F+Heatsink+4+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital RE3 250 GB 3.5"" 7200 RPM Internal Hard Drive",4.1,$24.99,250 GB,$0.100,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B001ALNQ2W?tag=bgfg-pc-builder-us-20
"Western Digital AV-GP 1 TB 3.5"" 5400 RPM Internal Hard Drive",3.5,,1 TB,N/A,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+AV-GP+1+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Samsung Spinpoint M8 500 GB 2.5"" 5400 RPM Internal Hard Drive",,,500 GB,N/A,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Samsung+Spinpoint+M8+500+GB+2.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Hitachi 0F14683 4 TB 3.5"" 7200 RPM Internal Hard Drive",4.5,$89.01,4 TB,$0.022,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B007VL8WU6?tag=bgfg-pc-builder-us-20
"Toshiba DT01ACA 1 TB 3.5"" 7200 RPM Internal Hard Drive",4.1,,1 TB,N/A,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+DT01ACA+1+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Crucial M500 480 GB mSATA Solid State Drive,,,480 GB,N/A,SSD,N/A,mSATA,mSATA,https://www.amazon.com/s?k=Crucial+M500+480+GB+mSATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
VisionTek mSATA 240 GB mSATA Solid State Drive,,$87.07,240 GB,$0.363,SSD,N/A,mSATA,mSATA,https://www.amazon.com/dp/B00BU3ZD08?tag=bgfg-pc-builder-us-20
"Intel 710 300 GB 2.5"" Solid State Drive",,,300 GB,N/A,SSD,N/A,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/s?k=Intel+710+300+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OCZ Vertex 450 Series 128 128 GB 2.5"" Solid State Drive",4.2,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+Vertex+450+Series+128+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Crucial M500 240 GB mSATA Solid State Drive,5.0,$99.99,240 GB,$0.417,SSD,N/A,mSATA,mSATA,https://www.amazon.com/dp/B00BQ8RKT4?tag=bgfg-pc-builder-us-20
"Western Digital Blue 250 GB 2.5"" 5400 RPM Internal Hard Drive",,,250 GB,N/A,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+Blue+250+GB+2.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Samsung 840 Pro 128 GB 2.5"" Solid State Drive",4.9,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+840+Pro+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital AV-GP 3 TB 3.5"" 5900 RPM Internal Hard Drive",,$72.98,3 TB,$0.024,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00DXFEQGI?tag=bgfg-pc-builder-us-20
"SanDisk SD6SB2M-128G-1022I 128 GB 2.5"" Solid State Drive",,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=SanDisk+SD6SB2M-128G-1022I+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Corsair Force LS 240 GB 2.5"" Solid State Drive",4.7,$154.99,240 GB,$0.646,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Corsair+Force+LS+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Hitachi 0F18335 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$180.00,6 TB,$0.030,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00GTD3AR2?tag=bgfg-pc-builder-us-20
"Seagate ST4000NC001 4 TB 3.5"" 5900 RPM Internal Hard Drive",,$150.00,4 TB,$0.037,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00E262AHO?tag=bgfg-pc-builder-us-20
"OCZ Vertex 460 120 GB 2.5"" Solid State Drive",5.0,$200.00,120 GB,$1.667,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00HZR4DNG?tag=bgfg-pc-builder-us-20
"Crucial M550 128 GB 2.5"" Solid State Drive",4.3,$39.99,128 GB,$0.312,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00IRRDHXU?tag=bgfg-pc-builder-us-20
"Crucial M550 512 GB 2.5"" Solid State Drive",4.8,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Crucial+M550+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Intel 730 480 GB 2.5"" Solid State Drive",4.0,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Intel+730+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Axiom 0A89470-AX 500 GB 3.5"" 7200 RPM Internal Hard Drive",,,500 GB,N/A,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Axiom+0A89470-AX+500+GB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"HP 628065-B21 3 TB 3.5"" 7200 RPM Internal Hard Drive",,,3 TB,N/A,7200 RPM,N/A,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=HP+628065-B21+3+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Samsung XP941 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,128 GB,N/A,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Samsung+XP941+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"HP Value Endurance SFF 240 GB 2.5"" Solid State Drive",4.5,$211.99,240 GB,$0.883,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=HP+Value+Endurance+SFF+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OCZ ARC 100 120 GB 2.5"" Solid State Drive",4.9,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+ARC+100+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OCZ ARC 100 480 GB 2.5"" Solid State Drive",4.0,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+ARC+100+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate ST320LM010 320 GB 2.5"" 7200 RPM Internal Hard Drive",3.0,$38.97,320 GB,$0.122,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00ISKS402?tag=bgfg-pc-builder-us-20
"Toshiba PH2100U-1SHD 1 TB 2.5"" 5400 RPM Hybrid Internal Hard Drive",,,1 TB,N/A,Hybrid,32 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+PH2100U-1SHD+1+TB+2.5%22+5400+RPM+Hybrid+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Green 5 TB 3.5"" 5400 RPM Internal Hard Drive",,,5 TB,N/A,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+Green+5+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Kingston SSDNow 240 GB M.2-2280 SATA Solid State Drive,,,240 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Kingston+SSDNow+240+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Samsung 845DC PRO 800 GB 2.5"" Solid State Drive",,,800 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+845DC+PRO+800+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Crucial MX200 500 GB mSATA Solid State Drive,,$477.77,500 GB,$0.956,SSD,N/A,mSATA,mSATA,https://www.amazon.com/dp/B00RQA6GF0?tag=bgfg-pc-builder-us-20
Kingston SSDNow 120 GB M.2-2280 SATA Solid State Drive,,,120 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Kingston+SSDNow+120+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Samsung XP941 128 GB M.2-2280 PCIe 2.0 X4 NVME Solid State Drive,,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 2.0 X4,https://www.amazon.com/s?k=Samsung+XP941+128+GB+M.2-2280+PCIe+2.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Samsung 850 Evo 1 TB mSATA Solid State Drive,,,1 TB,N/A,SSD,N/A,mSATA,mSATA,https://www.amazon.com/s?k=Samsung+850+Evo+1+TB+mSATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"PNY CS1111 120 GB 2.5"" Solid State Drive",4.8,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=PNY+CS1111+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Samsung Data Center 960 GB 2.5"" Solid State Drive",,,960 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+Data+Center+960+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"SanDisk X300S 256 GB 2.5"" Solid State Drive",,,256 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=SanDisk+X300S+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Intel 535 180 GB 2.5"" Solid State Drive",5.0,$95.00,180 GB,$0.528,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00UL50LP8?tag=bgfg-pc-builder-us-20
"Mushkin Reactor 256 GB 2.5"" Solid State Drive",5.0,,256 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+Reactor+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin Reactor 512 GB 2.5"" Solid State Drive",4.3,,512 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+Reactor+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OCZ Trion 100 120 GB 2.5"" Solid State Drive",3.9,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+Trion+100+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Ae 6 TB 3.5"" 5760 RPM Internal Hard Drive",,$179.09,6 TB,$0.030,5760 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00X2YO90I?tag=bgfg-pc-builder-us-20
Patriot Ignite M2 240 GB M.2-2280 SATA Solid State Drive,,,240 GB,N/A,SSD,256 MB,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Patriot+Ignite+M2+240+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"PNY CS1211 240 GB 2.5"" Solid State Drive",4.5,$48.75,240 GB,$0.203,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B010DOD0UE?tag=bgfg-pc-builder-us-20
"Patriot Blast 120 GB 2.5"" Solid State Drive",,,120 GB,N/A,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Patriot+Blast+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Patriot Blast 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,256 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Patriot+Blast+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
SanDisk Z400s 64 GB M.2-2280 SATA Solid State Drive,,,64 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=SanDisk+Z400s+64+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba Q300 120 GB 2.5"" Solid State Drive",3.7,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+Q300+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba HDWA110XZSTA 1 TB 3.5"" 5700 RPM Internal Hard Drive",,,1 TB,N/A,5700 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+HDWA110XZSTA+1+TB+3.5%22+5700+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"PNY CS2211 240 GB 2.5"" Solid State Drive",4.0,,240 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=PNY+CS2211+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"OCZ TRION 150 480 GB 2.5"" Solid State Drive",4.8,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=OCZ+TRION+150+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
SanDisk X400 1 TB M.2-2280 SATA Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=SanDisk+X400+1+TB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin ECO3 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+ECO3+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Red Pro 5 TB 3.5"" 7200 RPM Internal Hard Drive",,,5 TB,N/A,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+Red+Pro+5+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"AMD Radeon R3 120 GB 2.5"" Solid State Drive",5.0,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=AMD+Radeon+R3+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Avexir E100 120 GB 2.5"" Solid State Drive",,,120 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Avexir+E100+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba VX500 256 GB 2.5"" Solid State Drive",5.0,,256 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+VX500+256+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba X300 5 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,,5 TB,N/A,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+X300+5+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Gold 10 TB 3.5"" 7200 RPM Internal Hard Drive",,$284.48,10 TB,$0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01IWCMS5M?tag=bgfg-pc-builder-us-20
"Seagate BarraCuda 1 TB 3.5"" 7200 RPM Internal Hard Drive",4.7,,1 TB,N/A,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+BarraCuda+1+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Corsair Force LE 120 GB 2.5"" Solid State Drive",4.0,$64.99,120 GB,$0.542,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Corsair+Force+LE+120+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Hyundai Technology Sapphire 480 GB 2.5"" Solid State Drive",,,480 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Hyundai+Technology+Sapphire+480+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Barracuda 7200.9 160 GB 3.5"" 7200 RPM Internal Hard Drive",,$26.99,160 GB,$0.169,7200 RPM,8 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B000FM77HW?tag=bgfg-pc-builder-us-20
"Patriot Spark 128 GB 2.5"" Solid State Drive",,,128 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Patriot+Spark+128+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
PNY CS2030 480 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$109.99,480 GB,$0.229,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B01LZKY0Q5?tag=bgfg-pc-builder-us-20
Intel 760p 128 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Intel+760p+128+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Hitachi P7K500 500 GB 3.5"" 7200 RPM Internal Hard Drive",,$68.56,500 GB,$0.137,7200 RPM,8 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B00L82FUUY?tag=bgfg-pc-builder-us-20
Plextor M9Pe 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,512 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Plextor+M9Pe+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Mushkin Source 250 GB 2.5"" Solid State Drive",5.0,,250 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Mushkin+Source+250+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta RGB 500 GB 2.5"" Solid State Drive",5.0,,500 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+RGB+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta RGB 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+RGB+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Eluktronics TRO-1TB-PRO-X 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Eluktronics+TRO-1TB-PRO-X+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Barracuda Compute 500 GB 2.5"" Solid State Drive",,,500 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Barracuda+Compute+500+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Gigabyte GP-GSM2NE8128GNTD 128 GB M.2-2280 PCIe 3.0 X2 NVME Solid State Drive,4.5,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=Gigabyte+GP-GSM2NE8128GNTD+128+GB+M.2-2280+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Delta Phantom Gaming RGB 1 TB 2.5"" Solid State Drive",,,1 TB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+Phantom+Gaming+RGB+1+TB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate Enterprise Capacity 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$356.53,6 TB,$0.059,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01E1KQDVO?tag=bgfg-pc-builder-us-20
"Western Digital AV 320 GB 2.5"" 5400 RPM Internal Hard Drive",,$25.00,320 GB,$0.078,5400 RPM,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B015LOVIAK?tag=bgfg-pc-builder-us-20
"Seagate Barracuda Compute 250 GB 2.5"" Solid State Drive",,,250 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Barracuda+Compute+250+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
ADATA SU800 1 TB M.2-2280 SATA Solid State Drive,5.0,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=ADATA+SU800+1+TB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Plextor M8VC 512 GB 2.5"" Solid State Drive",,,512 GB,N/A,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Plextor+M8VC+512+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Lexar NM500 256 GB M.2-2280 PCIe 3.0 X2 NVME Solid State Drive,5.0,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X2,https://www.amazon.com/s?k=Lexar+NM500+256+GB+M.2-2280+PCIe+3.0+X2+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Lexar NS100 240 GB 2.5"" Solid State Drive",5.0,,240 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Lexar+NS100+240+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Toshiba S300 Pro 6 TB 3.5"" 7200 RPM Internal Hard Drive",,$164.99,6 TB,$0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07NTDWMSQ?tag=bgfg-pc-builder-us-20
Intel Pro 7600p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Intel+Pro+7600p+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate Nytro 5000 400 GB M.2-22110 PCIe 3.0 X4 NVME Solid State Drive,,,400 GB,N/A,SSD,N/A,M.2-22110,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Seagate+Nytro+5000+400+GB+M.2-22110+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate Barracuda Compute 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$99.99,512 GB,$0.195,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Seagate+Barracuda+Compute+512+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Lexar NM210 128 GB M.2-2280 SATA Solid State Drive,5.0,,128 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Lexar+NM210+128+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate SkyHawk AI 4 TB 3.5"" 7200 RPM Internal Hard Drive",,,4 TB,N/A,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+SkyHawk+AI+4+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
